contradict	矛盾する	v	advanced
controversial	物議を醸す	adj	advanced
conventional	従来の	adj	developed
convert	変換する・転換する	v	developed
convince	納得させる	v	standard
cooperate	協力する	v	standard
coordinate	調整する・座標	v	developed
correlate	相関する	v	advanced
counterpart	対応するもの・相手方	n	advanced
credible	信頼できる	adj	advanced
criterion	基準	n	advanced
crucial	極めて重要な	adj	standard
cultivate	育てる・培う	v	advanced
debate	討論・討論する	n	standard
deduce	推論する	v	advanced
deliberate	意図的な・熟考する	adj	advanced
deprive	奪う	v	developed
derive	引き出す・由来する	v	standard
deteriorate	悪化する	v	advanced
deviation	逸脱・偏差	n	advanced
diminish	減少する	v	advanced
disclose	明らかにする	v	advanced
discrete	別個の	adj	hard
discriminate	差別する・識別する	v	advanced
disrupt	混乱させる・中断させる	v	advanced
diverse	多様な	adj	standard
dominate	支配する	v	standard
draft	草案・下書きする	n	standard
dynamic	動的な・活力に満ちた	adj	developed
efficient	効率的な	adj	standard
empirical	経験的な	adj	advanced
enforce	施行する・強制する	v	advanced
enhance	高める	v	standard
elaborate	詳しい・詳しく述べる	adj	advanced
eliminate	取り除く	v	standard
emphasize	強調する	v	standard
empower	権限を与える	v	advanced
encompass	含む・取り囲む	v	advanced
encounter	遭遇する・遭遇	v	developed
equivalent	同等の・同等物	adj	advanced
erode	侵食する・徐々に弱める	v	hard
essential	不可欠な	adj	standard
ethical	倫理的な	adj	developed
evacuate	避難させる・避難する	v	developed
evoke	呼び起こす	v	advanced
exaggerate	誇張する	v	advanced
exclude	除外する	v	standard
explicit	明白な・明示的な	adj	advanced
facilitate	容易にする・促進する	v	advanced
feasible	実行可能な	adj	advanced
fluctuate	変動する	v	advanced
formulate	策定する・定式化する	v	advanced
foster	育成する	v	advanced
framework	枠組み	n	advanced
fundamental	基本的な・根本的な	adj	standard
generate	生み出す	v	standard
genuine	本物の	adj	standard
globalization	世界化・グローバル化	n	advanced
grant	与える・助成金	v	standard
grasp	理解する・つかむ	v	developed
hazard	危険・危険要因	n	developed
hierarchy	階層構造	n	advanced
highlight	強調する・重要部分	v	standard
hypothesis	仮説	n	advanced
identical	同一の	adj	developed
implicit	暗黙の	adj	advanced
incidence	発生率・発生	n	advanced
incline	傾く・傾斜	v	advanced
inhibit	抑制する	v	advanced
initiate	開始する	v	advanced
innovative	革新的な	adj	developed
insight	洞察	n	developed
integrate	統合する	v	advanced
intense	激しい・強烈な	adj	standard
intervene	介入する	v	advanced
intrinsic	本質的な	adj	hard
invoke	発動する・呼び起こす	v	hard
isolate	孤立させる・分離する	v	developed
likewise	同様に	adv	advanced
legitimate	正当な	adj	advanced
likelihood	可能性	n	advanced
liberal	自由主義の・寛大な	adj	advanced
magnitude	大きさ・規模	n	advanced
manipulate	巧みに扱う・操作する	v	advanced
marginal	わずかな・周辺の	adj	advanced
mediate	仲裁する	v	hard
mere	単なる	adj	advanced
migration	移住・移動	n	standard
modify	修正する	v	standard
mutual	相互の	adj	standard
notion	概念・考え	n	standard
oblige	義務づける	v	advanced
offset	相殺する・埋め合わせ	v	advanced
ongoing	継続中の	adj	standard
paradigm	枠組み・パラダイム	n	hard
persistent	粘り強い・持続する	adj	advanced
plausible	もっともらしい	adj	advanced
precede	先行する	v	advanced
preliminary	予備の・準備的な	adj	advanced
presume	推定する	v	advanced
profound	深い・重大な	adj	advanced
prominent	著名な・目立つ	adj	advanced
proportion	割合・比率	n	standard
qualitative	質的な	adj	advanced
quantitative	量的な	adj	advanced
radical	根本的な・急進的な	adj	advanced
random	無作為の	adj	standard
rational	合理的な	adj	advanced
refine	改良する	v	advanced
reinforce	強化する	v	advanced
reluctant	気が進まない	adj	advanced
respective	それぞれの	adj	advanced
restore	回復させる	v	standard
restrain	抑制する	v	advanced
retain	保持する	v	developed
reveal	明らかにする	v	standard
rigid	硬直した・厳格な	adj	advanced
robust	頑健な・強固な	adj	hard
simulate	模擬する・再現する	v	advanced
simultaneous	同時の	adj	advanced
sophisticated	洗練された・高度な	adj	advanced
specify	明確に指定する	v	advanced
stable	安定した	adj	standard
statistic	統計値	n	standard
stimulate	刺激する	v	developed
substantial	かなりの・実質的な	adj	advanced
substitute	代替する・代用品	v	standard
suppress	抑える	v	advanced
sustain	維持する・支える	v	advanced
tangible	具体的な・触れる	adj	advanced
theoretical	理論上の	adj	advanced
thereby	それによって	adv	advanced
thereafter	その後	adv	advanced
threshold	閾値・境界	n	advanced
transmit	伝える・送信する	v	developed
transparent	透明な・明白な	adj	advanced
trigger	引き起こす・きっかけ	v	standard
undergo	経験する・受ける	v	advanced
unify	統一する	v	advanced
unprecedented	前例のない	adj	advanced
utilize	利用する	v	developed
valid	妥当な・有効な	adj	standard
variable	可変の・変数	adj	standard
verify	検証する	v	advanced
viable	実行可能な・存続可能な	adj	advanced
virtually	事実上	adv	advanced
voluntary	自発的な	adj	developed
vulnerable	影響を受けやすい	adj	advanced
whereas	その一方で	conj	advanced
widespread	広範囲に及ぶ	adj	standard
withdraw	撤回する・引き出す	v	developed
yield	産出する・譲る	v	advanced
abrupt	突然の	adj	advanced
absurd	ばかげた	adj	advanced
acute	鋭い・急性の	adj	advanced
adverse	不利な	adj	advanced
aesthetic	美的な	adj	advanced
aggravate	悪化させる	v	hard
allege	主張する・申し立てる	v	advanced
allocate	割り当てる	v	advanced
alteration	変更	n	advanced
amplify	増幅する	v	advanced
analogy	類推・たとえ	n	advanced
anomaly	異常・例外	n	hard
apparently	見たところ・どうやら	adv	standard
arbitrary	任意の・独断的な	adj	advanced
attribute	～のせいにする・属性	v	advanced
autonomous	自律した	adj	advanced
barrier	障壁	n	standard
betray	裏切る・漏らす	v	advanced
blossom	花・開花する	v	standard
broaden	広げる	v	standard
ceiling	天井	n	basic
certainty	確実性	n	standard
chronological	年代順の	adj	advanced
civic	市民の	adj	advanced
coarse	粗い	adj	advanced
coexist	共存する	v	advanced
cohesive	結束した	adj	hard
commence	開始する	v	advanced
commodity	商品・必需品	n	advanced
compassion	思いやり	n	advanced
competent	有能な	adj	advanced
compile	編集する・まとめる	v	advanced
complement	補完する・補完物	v	advanced
complexity	複雑さ	n	advanced
concurrent	同時発生の	adj	hard
confer	協議する・授与する	v	hard
confine	制限する	v	advanced
conform	従う・一致する	v	advanced
connotation	含意・言外の意味	n	hard
consent	同意・同意する	n	advanced
conserve	保存する	v	developed
contemplate	熟考する	v	hard
contrary	反対の・反対	adj	advanced
convey	伝える・運ぶ	v	advanced
conviction	確信・有罪判決	n	advanced
correspond	対応する・文通する	v	advanced
corrupt	腐敗した・堕落させる	adj	advanced
cumulative	累積的な	adj	hard
dedication	献身	n	advanced
depict	描写する	v	advanced
deploy	配置する・展開する	v	hard
devise	考案する	v	advanced
discerning	洞察力のある	adj	hard
discriminate	識別する	v	advanced
dispose	処分する・配置する	v	advanced
distort	歪める	v	advanced
draft	下書きを作る	v	standard
dramatic	劇的な・急激な	adj	standard
eligible	資格のある	adj	advanced
encounter	遭遇する	v	developed
enormous	巨大な	adj	standard
entail	伴う・必然的に含む	v	hard
equilibrium	均衡	n	hard
eruption	噴火・突発	n	developed
evacuate	避難する	v	developed
exceed	超える	v	standard
exceptional	並外れた	adj	advanced
exhibit	展示する・展示品	v	developed
exploit	利用する・搾取する	v	advanced
extensive	広範な	adj	advanced
extract	抽出する・抜粋	v	advanced
flaw	欠点・欠陥	n	advanced
fluctuation	変動	n	advanced
fragment	断片・分断する	n	standard
frustrate	挫折させる	v	advanced
fulfill	果たす	v	standard
futile	無駄な	adj	advanced
grief	悲しみ	n	standard
halt	停止する・停止	v	developed
harsh	厳しい	adj	standard
hinder	妨げる	v	advanced
holistic	全体論的な	adj	hard
illuminate	照らす・明らかにする	v	advanced
impose	課す	v	advanced
incentive	動機・奨励策	n	advanced
inclination	傾向・好み	n	advanced
inevitable	避けられない	adj	standard
infer	推論する	v	advanced
infrastructure	社会基盤	n	advanced
inherent	固有の	adj	hard
innovation	革新	n	developed
inquire	尋ねる・調査する	v	advanced
insufficient	不十分な	adj	developed
integrity	誠実さ・完全性	n	advanced
intact	無傷の・そのままの	adj	advanced
intermediate	中間の・中級の	adj	developed
intricate	複雑な	adj	hard
intrinsic	固有の	adj	hard
irrelevant	無関係な	adj	advanced
justify	正当化する	v	advanced
launch	開始する・打ち上げる	v	standard
likelihood	可能性	n	advanced
lucid	明快な	adj	hard
magnitude	規模・大きさ	n	advanced
mandatory	義務的な	adj	advanced
mature	成熟した・成熟する	adj	standard
mitigate	緩和する	v	hard
negligible	無視できるほど小さい	adj	hard
noteworthy	注目すべき	adj	advanced
obstacle	障害	n	standard
optimistic	楽観的な	adj	standard
outcome	結果	n	standard
paradox	逆説	n	advanced
perceive	認識する	v	advanced
persist	持続する・固執する	v	advanced
perspective	視点・遠近法	n	standard
predominant	支配的な	adj	hard
preserve	保存する・保護する	v	standard
prohibit	禁止する	v	advanced
prolong	長引かせる	v	advanced
promote	促進する・昇進させる	v	standard
prospect	見込み・見通し	n	standard
provoke	引き起こす・挑発する	v	advanced
radically	根本的に	adv	advanced
recover	回復する	v	standard
refute	反論して論破する	v	hard
regulate	規制する・調整する	v	advanced
reinforcement	強化・増援	n	advanced
relieve	安心させる・軽減する	v	standard
reside	居住する	v	advanced
resolve	解決する・決意する	v	standard
respective	それぞれの	adj	advanced
restore	回復する	v	standard
restrict	制限する	v	standard
restructure	再構築する	v	advanced
retrospect	回顧	n	hard
rigorous	厳密な	adj	hard
scarce	乏しい	adj	advanced
scrutinize	詳しく調べる	v	hard
seemingly	一見したところ	adv	advanced
sensible	分別のある	adj	standard
soar	急上昇する	v	advanced
solely	もっぱら	adv	advanced
spontaneous	自発的な	adj	advanced
stable	安定した	adj	standard
subsequent	その後の	adj	advanced
supplement	補足する・補足	v	advanced
surpass	上回る	v	advanced
suspend	一時停止する・吊るす	v	advanced
terminate	終える・終了させる	v	advanced
transform	変える	v	standard
transparent	透明な	adj	advanced
undermine	弱体化させる	v	advanced
unify	統一する	v	advanced
validate	妥当性を確認する	v	advanced
versatile	多用途の・多才な	adj	advanced
vigorous	活発な	adj	advanced
vital	極めて重要な・生命の	adj	standard
warrant	正当な理由・保証する	v	advanced
whereby	それによって	adv	advanced
withdrawal	撤退・引き出し	n	developed
withstand	耐える	v	advanced
yet	まだ・しかし	adv	basic
abide	従う・耐える	v	hard
abolish	廃止する	v	standard
accommodate	収容する・適応させる	v	standard
acknowledge	認める	v	standard
adverse	不利な	adj	advanced
affluent	裕福な	adj	advanced
agitate	動揺させる	v	hard
alienate	疎外する	v	hard
ambivalent	相反する感情を持つ	adj	hard
arbitrary	独断的な	adj	advanced
assimilate	同化する	v	hard
bewilder	困惑させる	v	advanced
bolster	強化する	v	hard
bypass	迂回する・回避する	v	developed
chronic	慢性的な	adj	advanced
circuit	回路・巡回	n	developed
collide	衝突する	v	standard
committed	熱心に取り組んでいる	adj	standard
contemplate	熟考する	v	hard
crucial	決定的に重要な	adj	standard
defer	延期する・従う	v	hard
degrade	悪化させる・格下げする	v	advanced
depict	描写する	v	advanced
disregard	無視する・無視	v	advanced
diverse	多様な	adj	standard
elevate	高める	v	advanced
embody	具体化する	v	hard
emerge	現れる	v	standard
endeavor	努力・努力する	v	advanced
endorse	支持する	v	advanced
enhancement	向上・強化	n	advanced
fascinating	魅力的な	adj	standard
formidable	手強い	adj	hard
forthcoming	来たるべき・近づいている	adj	advanced
friction	摩擦・対立	n	advanced
gathering	集まり	n	standard
hamper	妨げる	v	advanced
ideology	思想・イデオロギー	n	advanced
immerse	浸す・没頭させる	v	advanced
impartial	公平な	adj	hard
inhibit	抑制する	v	advanced
innovate	革新する	v	advanced
integral	不可欠な・積分の	adj	advanced
interfere	干渉する	v	standard
justify	正当化する	v	advanced
manifest	明白な・明らかにする	adj	hard
medieval	中世の	adj	developed
notable	注目すべき	adj	advanced
obscure	不明瞭な・見えにくくする	adj	advanced
omit	省略する	v	advanced
precise	正確な	adj	standard
profoundly	深く・大いに	adv	advanced
reconcile	調和させる・和解させる	v	hard
reliable	信頼できる	adj	standard
resilience	回復力	n	advanced
safeguard	保護する・安全策	v	advanced
simultaneously	同時に	adv	advanced
underlying	根底にある	adj	advanced
versus	対して・対	prep	standard
vague	曖昧な	adj	standard
vulnerable	傷つきやすい	adj	advanced
withstand	耐える	v	advanced
