competence	能力・力量	n	advanced
competitive	競争力のある	adj	standard
complementary	補完的な	adj	advanced
complexity	複雑さ	n	advanced
compliance	順守	n	advanced
compromise	妥協・妥協する	n	standard
concentrate	集中する・濃縮する	v	standard
conception	概念・構想	n	advanced
concession	譲歩	n	advanced
conclusive	決定的な	adj	hard
concurrently	同時に	adv	hard
confidential	機密の	adj	advanced
configuration	構成・設定	n	advanced
conformity	一致・適合	n	advanced
confrontation	対立・直面	n	advanced
consecutive	連続した	adj	advanced
consensus	合意	n	advanced
conserve	保存する・節約する	v	standard
considerable	かなりの・相当な	adj	standard
consistently	一貫して	adv	advanced
consultant	顧問・コンサルタント	n	standard
consultative	相談の・助言的な	adj	hard
consume	消費する	v	standard
contaminate	汚染する	v	advanced
contemporary	現代の・同時代の	adj	advanced
contradiction	矛盾	n	advanced
controversy	論争	n	advanced
convenience	便利さ	n	standard
convergence	収束・集中	n	hard
convincing	説得力のある	adj	standard
cooperative	協力的な	adj	standard
coordinate	調整する・座標	v	developed
correspondence	一致・通信	n	advanced
corporate	企業の	adj	standard
counteract	対抗する・打ち消す	v	advanced
counterpart	対応するもの	n	advanced
credibility	信頼性	n	advanced
crucially	決定的に	adv	advanced
cultivation	栽培・育成	n	advanced
curiosity	好奇心	n	standard
customary	習慣的な	adj	advanced
dateline	日付変更線	n	hard
decisive	決定的な	adj	standard
deduce	推論する	v	advanced
deficiency	不足・欠乏	n	advanced
define	定義する	v	basic
deliberately	意図的に	adv	advanced
deny	否定する	v	standard
dependency	依存・従属	n	advanced
deprivation	剥奪・欠乏	n	advanced
desirable	望ましい	adj	advanced
detain	拘留する・引き留める	v	advanced
detection	発見・検出	n	developed
detective	探偵・探偵の	n	standard
developmental	発達上の	adj	advanced
devote	ささげる	v	standard
diagnostic	診断の	adj	advanced
dilemma	板挟み・難題	n	advanced
diplomatic	外交上の	adj	advanced
disadvantage	不利な点	n	standard
displace	取って代わる・移動させる	v	advanced
disposition	性質・配置	n	hard
distinction	区別・功績	n	standard
distribution	分配・分布	n	standard
documentary	記録映画・記録の	n	standard
domestic	国内の・家庭の	adj	standard
dramatically	劇的に	adv	advanced
durable	耐久性のある	adj	advanced
economically	経済的に	adv	standard
effective	効果的な	adj	basic
effectively	効果的に・事実上	adv	standard
elaborately	詳しく	adv	advanced
emission	排出・放出	n	standard
empirical	経験に基づく	adj	advanced
encouragement	励まし	n	standard
endeavor	努力する・努力	v	advanced
endure	耐える	v	advanced
enforceable	施行可能な	adj	hard
engagement	従事・婚約・約束	n	standard
enhancement	向上・強化	n	advanced
enormity	巨大さ・重大な悪事	n	hard
entitle	権利を与える・題名をつける	v	advanced
equation	方程式	n	standard
equitable	公平な	adj	hard
equivalent	同等の	adj	advanced
essentially	本質的に	adv	standard
estimation	推定	n	standard
ethical	倫理的な	adj	developed
evaluation	評価	n	standard
evidently	明らかに・どうやら	adv	advanced
exclusively	もっぱら・独占的に	adv	advanced
exert	行使する・努力する	v	advanced
exposure	露出・さらされること	n	developed
extension	拡張・延長	n	standard
extinction	絶滅	n	standard
extract	抽出する・抜粋	v	advanced
favorable	好意的な・有利な	adj	standard
feasibility	実行可能性	n	advanced
finite	有限の	adj	advanced
flexibility	柔軟性	n	advanced
flourish	栄える	v	advanced
fluency	流暢さ	n	advanced
formally	正式に	adv	standard
formulation	定式化・策定	n	advanced
forthcoming	間近の・今度の	adj	advanced
fragmentation	断片化	n	hard
frequency	頻度	n	standard
fundamentally	根本的に	adv	advanced
generate	生み出す	v	standard
governance	統治・ガバナンス	n	advanced
guideline	指針	n	standard
hence	それゆえに	adv	advanced
heterogeneous	異質な	adj	hard
homogeneous	均質な	adj	hard
ideological	思想上の	adj	advanced
illustrate	説明する・例証する	v	standard
immense	巨大な	adj	advanced
implement	実行する・実施する	v	advanced
implication	含意・影響	n	advanced
impose	課す	v	advanced
inaccessible	近づけない・利用できない	adj	advanced
incorporate	組み込む	v	advanced
induce	引き起こす・誘導する	v	advanced
inevitably	必然的に	adv	advanced
inference	推論	n	advanced
influential	影響力のある	adj	standard
inherent	固有の	adj	hard
innovator	革新者	n	advanced
insistence	主張・強要	n	advanced
institutional	制度上の	adj	advanced
instrumental	役立つ・器具の	adj	advanced
insulate	隔離する・断熱する	v	advanced
integral	不可欠な・積分の	adj	advanced
intensify	強める	v	advanced
interact	相互作用する	v	standard
interpretation	解釈	n	standard
interruption	中断	n	developed
intriguing	興味をそそる	adj	advanced
intrinsic	固有の・本質的な	adj	hard
invoke	引き合いに出す・発動する	v	hard
isolation	孤立・分離	n	advanced
justify	正当化する	v	advanced
landscape	景観・状況	n	standard
likewise	同様に	adv	advanced
literacy	識字能力・基礎知識	n	advanced
legislation	法律・立法	n	advanced
legitimate	正当な	adj	advanced
maintenance	維持・保守	n	standard
maximize	最大化する	v	advanced
mechanism	仕組み・機構	n	standard
migration	移住・移動	n	standard
minimize	最小化する	v	advanced
moderate	適度な・和らげる	adj	standard
monitor	監視する・監視装置	v	standard
multicultural	多文化の	adj	developed
notion	概念・考え	n	standard
objective	目的・客観的な	n	standard
occupational	職業上の	adj	advanced
ongoing	進行中の	adj	standard
optimize	最適化する	v	advanced
orientation	方向・志向	n	advanced
outward	外へ向かう	adv	standard
overall	全体的な・全体として	adj	standard
parliamentary	議会の	adj	advanced
partially	部分的に	adv	standard
persuasive	説得力のある	adj	advanced
phenomenon	現象	n	standard
pioneering	先駆的な	adj	advanced
portfolio	資料集・ポートフォリオ	n	advanced
precedent	前例	n	advanced
precision	正確さ・精密さ	n	advanced
predictive	予測の	adj	advanced
prevalent	普及している	adj	hard
priority	優先事項	n	standard
privatize	民営化する	v	advanced
proportionate	比例した	adj	advanced
prospective	将来の・見込みのある	adj	advanced
protocol	手順・規約	n	advanced
qualify	資格を得る・適格にする	v	standard
rationality	合理性	n	hard
reciprocal	相互の・逆数の	adj	hard
reconsider	再考する	v	advanced
reconstruct	再構築する	v	advanced
regulate	規制する・調整する	v	advanced
regulatory	規制上の	adj	advanced
relevance	関連性	n	advanced
residual	残りの・残留物	adj	hard
resilience	回復力・弾力性	n	advanced
restore	回復させる	v	standard
revolutionary	革命的な	adj	advanced
scope	範囲	n	standard
seemingly	一見したところ	adv	advanced
simplify	単純化する	v	standard
simultaneous	同時の	adj	advanced
sole	唯一の	adj	advanced
sophistication	洗練・高度さ	n	advanced
specification	仕様・明細	n	advanced
statistically	統計的に	adv	advanced
stimulus	刺激・刺激策	n	advanced
strategic	戦略的な	adj	standard
subordinate	下位の・従属させる	adj	hard
subsequently	その後	adv	advanced
substitute	代用品・代替する	n	standard
sufficiently	十分に	adv	standard
sustainable	持続可能な	adj	advanced
symbolic	象徴的な	adj	standard
systematic	体系的な	adj	advanced
temporal	時間的な	adj	hard
terminate	終了させる	v	advanced
thereby	それによって	adv	advanced
threshold	閾値	n	advanced
transformation	変革・変換	n	advanced
transmission	伝達・送信	n	advanced
underestimate	過小評価する	v	standard
undoubtedly	疑いなく	adv	advanced
unify	統一する	v	advanced
validate	妥当性を確認する	v	advanced
versatility	多用途性	n	advanced
visible	目に見える	adj	basic
voluntarily	自発的に	adv	advanced
widespread	広く行き渡った	adj	standard
workforce	労働力	n	standard
withdrawal	撤退・引き出し	n	developed
adversely	不利に	adv	advanced
aggressively	積極的に・攻撃的に	adv	advanced
alternatively	代わりに	adv	advanced
apparently	どうやら	adv	standard
appropriately	適切に	adv	standard
approximately	およそ	adv	standard
automatically	自動的に	adv	standard
basically	基本的に	adv	standard
broadly	広く・大まかに	adv	standard
comparatively	比較的	adv	advanced
consequently	その結果として	adv	advanced
considerably	かなり	adv	advanced
conventionally	慣習的に	adv	advanced
critically	批判的に・極めて重要に	adv	advanced
directly	直接	adv	basic
eventually	最終的に	adv	standard
frequently	頻繁に	adv	basic
generally	一般に	adv	basic
initially	最初は	adv	standard
largely	主として	adv	standard
mainly	主に	adv	basic
nevertheless	それにもかかわらず	adv	advanced
notably	特に・著しく	adv	advanced
partly	部分的に	adv	standard
presumably	おそらく	adv	advanced
primarily	主として	adv	advanced
relatively	比較的	adv	standard
significantly	著しく・重要なことに	adv	advanced
specifically	具体的に	adv	advanced
strongly	強く	adv	standard
typically	典型的に	adv	standard
ultimately	最終的に	adv	advanced
virtually	事実上	adv	advanced
widely	広く	adv	basic
academically	学問的に	adv	advanced
accurately	正確に	adv	standard
adequately	十分に	adv	advanced
collectively	集団的に	adv	advanced
comparably	同程度に	adv	advanced
concisely	簡潔に	adv	advanced
continually	継続的に	adv	standard
deliberately	意図的に	adv	advanced
explicitly	明示的に	adv	advanced
independently	独立して	adv	advanced
intensively	集中的に	adv	advanced
internally	内部で	adv	advanced
mutually	相互に	adv	advanced
openly	公然と	adv	standard
potentially	潜在的に	adv	advanced
precisely	正確に	adv	advanced
progressively	徐々に	adv	advanced
randomly	無作為に	adv	standard
reasonably	合理的に・かなり	adv	standard
regularly	定期的に	adv	basic
roughly	おおよそ	adv	standard
separately	別々に	adv	standard
severely	厳しく・ひどく	adv	advanced
similarly	同様に	adv	standard
strictly	厳密に	adv	advanced
successfully	首尾よく	adv	basic
technically	技術的に・厳密には	adv	advanced
traditionally	伝統的に	adv	standard
universally	普遍的に	adv	advanced
abandonment	放棄	n	developed
abundance	豊富さ	n	developed
acceleration	加速	n	developed
accessibility	利用しやすさ	n	advanced
accommodation	宿泊施設・適応	n	standard
accomplishment	達成	n	standard
accountability	説明責任	n	advanced
adaptability	適応性	n	advanced
administration	行政・管理	n	standard
advancement	進歩	n	developed
affection	愛情	n	standard
agriculture	農業	n	standard
allegation	申し立て・主張	n	advanced
allowance	手当・許容量	n	standard
applicant	応募者	n	standard
application	応募・適用・申請	n	basic
argument	議論・主張	n	basic
arithmetic	算数・算術	n	developed
arrangement	手配・配置	n	standard
aspiration	熱望・志	n	advanced
assistance	援助	n	basic
association	協会・関連	n	standard
attendance	出席	n	standard
authority	権威・権限	n	standard
awareness	自覚・認識	n	standard
capacity	能力・容量	n	standard
certainty	確実性	n	standard
cooperation	協力	n	basic
coordination	調整	n	advanced
creativity	創造性	n	standard
criterion	基準	n	advanced
decision	決定	n	basic
definition	定義	n	basic
demonstration	実演・証明	n	standard
dependency	依存	n	advanced
diversity	多様性	n	standard
documentation	文書・記録	n	advanced
effectiveness	有効性	n	advanced
efficiency	効率	n	advanced
emphasis	強調	n	standard
encounter	出会い・遭遇	n	standard
engagement	関与・婚約	n	standard
environmental	環境の	adj	standard
establishment	設立・施設	n	standard
evaluation	評価	n	standard
examination	試験・検査	n	basic
exception	例外	n	basic
expansion	拡大	n	standard
explanation	説明	n	basic
expression	表現	n	basic
factor	要因	n	basic
feature	特徴・特集	n	basic
foundation	基盤・財団	n	standard
functionality	機能性	n	advanced
growth	成長	n	basic
identification	識別・身元確認	n	standard
illustration	図解・説明	n	standard
implementation	実施・実装	n	advanced
importance	重要性	n	basic
independence	独立	n	standard
indication	兆候・指示	n	standard
infrastructure	社会基盤	n	advanced
instruction	指示・教育	n	basic
interaction	相互作用	n	standard
investment	投資	n	standard
justification	正当化・正当な理由	n	advanced
leadership	指導力	n	standard
limitation	制限・限界	n	standard
majority	大多数	n	basic
measurement	測定	n	standard
motivation	動機づけ	n	standard
necessity	必要性	n	standard
observation	観察	n	standard
participation	参加	n	standard
perception	認識・知覚	n	advanced
permission	許可	n	basic
possibility	可能性	n	basic
prediction	予測	n	standard
preference	好み・選好	n	standard
preparation	準備	n	basic
procedure	手順	n	standard
promotion	促進・昇進	n	standard
recognition	認識・表彰	n	standard
recommendation	推薦・勧告	n	standard
reduction	削減・低下	n	standard
relationship	関係	n	basic
representation	表現・代表	n	advanced
requirement	必要条件・要件	n	standard
researcher	研究者	n	basic
response	反応・回答	n	basic
restriction	制限	n	standard
revision	改訂・修正	n	advanced
security	安全・保障	n	basic
selection	選択	n	basic
significance	重要性・意義	n	advanced
solution	解決策・溶液	n	basic
strategy	戦略	n	standard
structure	構造	n	basic
submission	提出	n	standard
suggestion	提案	n	basic
summary	要約	n	basic
supportive	支持する・支援的な	adj	standard
technology	技術	n	basic
tendency	傾向	n	standard
transaction	取引	n	advanced
transition	移行	n	advanced
variation	変化・変動	n	standard
verification	検証	n	advanced
visibility	可視性・見えやすさ	n	advanced
vocabulary	語彙	n	basic
withdrawal	撤退・引き出し	n	developed
